Bug ID,Opened,Changed,Reporter,Product,Component,Status,Resolution,Hardware,OS,Severity,Version,Summary,Assignee
907860,0.001157407,0.638703704,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,39,0.002996622
907862,0.001006944,0,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,112,0.002996622
907863,0.001006944,0.347199074,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,47,0.002996622
907864,0.001157407,0,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,53,0.002996622
907865,0.000844907,0.472326389,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,139,0.002996622
907867,0.001655093,0,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,81,0.002996622
907871,0.00150463,0.026145833,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,70,0.002996622
907872,0.000972222,0,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,68,0.002996622
907874,0.002523148,0.074363426,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,56,0.002996622
907875,0.000960648,0,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,58,0.002996622
908995,2.530844907,0.02130787,0.00233683,1,0.023715623,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,62,0.002942138
909460,0.788981481,0.17994213,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,60,0.037866405
909832,2.537731481,1230.954259,0.002934623,1,0.155807961,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019298522,52,0.011496132
910818,2.282256944,0,0.001630346,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,42,0.022011551
911103,0.797430556,2378.770336,0.001358622,1,0.155807961,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,78,0.003868367
912143,3.396435185,0,0.00010869,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,68,0.036013948
915274,7.598194444,1230.421227,0.002499864,1,0.155807961,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,124,0.005720824
915445,0.310613426,0,0.001847726,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.07488037,36,0.010351967
915968,1.115972222,0,0.000597794,1,0.021980333,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019298522,66,0.095074643
916174,0.65375,2170.60022,0.001304277,1,0.155807961,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,68,0.011496132
916615,1.017627315,0,0.002499864,1,0.155807961,1,0.463742967,0.777251932,0.218225798,0.16600936,0.006993742,66,0.005720824
917059,1.07068287,0,0.007499592,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,79,0.036013948
917125,0.166597222,0.057280093,0.007499592,1,0.072882158,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019351107,67,0.037866405
917208,0.335902778,0.195497685,0.001086897,1,0.023715623,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,36,0.003759398
917293,0.641157407,1230.493981,0.007499592,1,0.155807961,1,0.085870537,0.777251932,0.753588894,0.16600936,0.006993742,60,0.095074643
918072,2.737175926,0,0.002934623,1,0.00557396,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,87,0.002996622
918115,0.071446759,0,5.43E-05,1,0.039596151,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,53,0.095074643
918159,0.065324074,543.6209722,0.001086897,1,0.023715623,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,38,0.003759398
918304,0.218518519,0,0.00869518,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,78,0.022011551
918516,0.657152778,1118.122014,0.002934623,1,0.00557396,1,0.131671662,0.777251932,0.753588894,0.16600936,0.006993742,23,0.002996622
919106,1.11931713,1231.716528,0.007499592,1,0.155807961,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,68,0.005720824
919439,0.904814815,0,0.007499592,1,0.155807961,1,0.085870537,0.777251932,0.753588894,0.16600936,0.006993742,37,0.005720824
919443,0.013518519,0,0.007499592,1,0.155807961,1,0.028027554,0.777251932,0.753588894,0.16600936,0.006993742,39,0.095074643
919988,2.6684375,0,0.002934623,1,0.00557396,1,0.131671662,0.777251932,0.753588894,0.16600936,0.006993742,50,0.095074643
920366,0.675648148,1230.427384,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,68,0.037866405
920738,0.756087963,0,0.008097386,1,0.018089078,1,0.100278698,0.777251932,0.753588894,0.16600936,0.006993742,41,0.095074643
921320,1.411226852,989.0579977,0.00010869,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019298522,82,0.095074643
921692,0.633715278,0,0.001249932,1,0.039596151,1,0.131671662,0.150812431,0.753588894,0.16600936,0.019298522,48,0.095074643
923226,4.845960648,1138.055463,0.004564969,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,54,0.010351967
923380,0.17412037,0.530173611,0.007988696,1,0.00557396,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,65,0.095074643
923395,0.027905093,0,0.007499592,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019298522,69,0.036013948
926921,4.516527778,1230.973947,0.002934623,1,0.023715623,1,0.100278698,0.777251932,0.753588894,0.16600936,0.006993742,48,0.095074643
928040,2.504027778,0,0.000869518,1,0.039596151,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019298522,91,0.005339436
928424,0.881967593,0.526377315,0.000869518,1,0.039596151,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019298522,50,0.005339436
928491,0.109421296,0,0.00233683,1,0.039596151,1,0.022558763,0.777251932,0.753588894,0.16600936,0.006993742,146,0.095074643
928757,0.719027778,2323.208576,5.43E-05,1,0.155807961,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019298522,51,0.011496132
929108,0.901134259,0,0.001847726,1,0.021980333,1,0.028027554,0.777251932,0.753588894,0.16600936,0.019351107,56,0.095074643
947381,4.018877315,0,0.000434759,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,59,0.000163452
950890,8.89712963,2089.639271,0.001847726,1,0.155807961,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019351107,52,0.095074643
950891,0.000520833,0.006180556,0.001847726,1,0.155807961,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,52,0.095074643
950975,0.097164352,0,0.002825933,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,51,0.022011551
955247,11.26037037,1050.213391,0.000760828,1,0.010779829,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019298522,64,0.095074643
957225,4.029791667,0,0.00233683,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,63,0.022011551
957761,2.864398148,0,0.002825933,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,29,0.022011551
958323,1.368032407,0,0.00233683,1,0.039596151,1,0.100278698,0.777251932,0.753588894,0.16600936,0.006993742,59,0.095074643
958375,0.438263889,1071.88309,0.002934623,1,0.00557396,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019351107,26,0.000708292
958725,1.051759259,0,0.002825933,1,0.072882158,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019351107,48,0.010351967
959549,1.35880787,0.265787037,5.43E-05,1,0.023715623,1,0.100278698,0.777251932,0.753588894,0.16600936,0.006993742,63,0.095074643
959818,2.294027778,1230.754421,0.007499592,1,0.155807961,1,0.463742967,0.777251932,0.753588894,0.16600936,0.006993742,45,0.001307617
960990,2.481701389,0,0.000434759,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,36,0.037866405
962385,4.886990741,0.023472222,0.002934623,1,0.00557396,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,44,0.005339436
962996,1.523518519,0.154895833,0.000543449,1,0.039596151,1,0.085870537,0.777251932,0.753588894,0.16600936,0.019351107,39,0.022011551
966104,7.602222222,0,0.013097114,1,0.018089078,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,28,0.009480222
966413,0.807094907,326.7782639,0.002934623,1,0.00557396,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,67,0.002996622
966679,0.315810185,0.065497685,0.007499592,1,0.00557396,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,41,0.095074643
967283,2.777175926,0.115659722,0.007499592,1,0.00557396,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,34,0.095074643
967303,0.057118056,0,0.007499592,1,0.039596151,1,0.085870537,0.777251932,0.753588894,0.16600936,0.019351107,60,0.095074643
967700,1.708483796,213.7019792,0.007499592,1,0.020455382,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,34,0.003868367
967704,0.006689815,0.000821759,0.007499592,1,0.00220855,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,70,0.003868367
967710,0.010277778,0.002847222,0.007499592,1,0.020455382,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,53,0.003868367
967792,0.204618056,112.943125,0.007499592,1,0.108692223,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019351107,65,0.095074643
967944,0.200648148,0,0.000543449,1,0.024872483,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,42,0.000653808
968805,1.461666667,1353.267604,0.002499864,1,0.072882158,1,0.463742967,0.777251932,0.218225798,0.16600936,0.019351107,91,0.007082925
968965,0.364039352,0,0.002934623,1,0.00557396,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,98,0.002996622
970098,4.065208333,0.354166667,0.002445519,1,0.023715623,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,64,0.003759398
970511,0.797650463,0.017708333,0.002934623,1,0.00557396,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,135,0.002996622
971482,2.321273148,0,0.002934623,1,0.023715623,1,0.022558763,0.777251932,0.753588894,0.16600936,0.019351107,34,0.000163452
971801,0.754918981,0,0.002499864,1,0.039596151,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,55,0.022011551
972643,3.009571759,1342.237824,0,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,53,0.010787839
972652,0.028831019,0,0.00233683,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,40,0.037866405
972663,0.015578704,0.048506944,0.00233683,1,0.035231635,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,38,0.00054484
973813,2.367569444,0,0.00869518,1,0.00220855,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,48,0.003868367
975249,5.091215278,1344.036481,0.001358622,1,0.155807961,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,56,0.005720824
975866,1.633958333,0,0.000923863,1,0.021980333,1,0.033023085,0.777251932,0.753588894,0.16600936,0.044959773,100,0.010351967
975942,0.105497685,1230.747836,5.43E-05,1,0.155807961,1,0.096387443,0.777251932,0.753588894,0.16600936,0.019351107,32,0.095074643
977406,4.89119213,0,0.002499864,1,0.039596151,1,0.100278698,0.777251932,0.753588894,0.16600936,0.019351107,79,0.005339436
978678,2.62380787,132.9431597,0.000217379,1,0.039596151,1,0.100278698,0.777251932,0.753588894,0.16600936,0.07488037,59,0.022011551
978733,0.079155093,0,0.002173795,1,0.039596151,1,0.022558763,0.777251932,0.753588894,0.16600936,0.019351107,82,0.095074643
980950,6.400752315,2168.200324,0.006630074,1,0.155807961,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,14,0.002942138
980977,0.0765625,0,5.43E-05,1,0.072882158,1,0.085870537,0.777251932,0.753588894,0.16600936,0.019351107,78,0.001471069
982792,6.186342593,0,0,1,0.039596151,1,0.131671662,0.150812431,0.218225798,0.16600936,0.019351107,69,0.095074643
983723,1.887546296,132.4382292,0.000163035,1,0.039596151,1,0.463742967,0.777251932,0.027869801,0.16600936,0.07488037,98,0.022011551
985519,5.874525463,2089.68272,0.000597794,1,0.155807961,1,0.085870537,0.777251932,0.753588894,0.16600936,0.019351107,82,0.095074643
985902,0.863472222,0,0.006630074,1,0.155807961,1,0.006047221,0.777251932,0.753588894,0.16600936,0.019351107,82,0.002942138
991591,15.27996528,0,0.001249932,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,72,0.022011551
995766,8.122766204,0,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,77,0.037866405
997134,3.805266204,0,0.000489104,1,0.039596151,1,0.085870537,0.777251932,0.753588894,0.16600936,0.044959773,68,0.095074643
997141,0.0125,56.06876157,0.000489104,1,0.039596151,1,0.033023085,0.777251932,0.753588894,0.16600936,0.044959773,79,0.022011551
999240,6.311261574,0,0.001304277,1,0.039596151,1,0.131671662,0.777251932,0.753588894,0.16600936,0.019298522,47,0.095074643
999682,0.775439815,54.40150463,0.002880278,1,0.024872483,1,0.131671662,0.777251932,0.753588894,0.16600936,0.044959773,53,0.017761796
999785,0.411979167,894.9759491,0.000815173,1,0.020455382,1,0.131671662,0.777251932,0.753588894,0.16600936,0.044959773,18,0.036013948
1001821,5.583738426,0,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,41,0.037866405
1002325,1.06318287,0,0.00010869,1,0.039596151,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,40,0.022011551
1002326,0.006180556,148.5715856,0.00010869,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.07488037,109,0.010787839
1004811,7.672777778,802.8177315,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,42,0.037866405
1007026,6.16837963,0,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,53,0.037866405
1008630,4.966423611,1230.994873,0.000489104,1,0.010779829,1,0.085870537,0.777251932,0.753588894,0.16600936,0.044959773,59,0.007082925
1010941,6.708402778,0.068321759,5.43E-05,1,0.108692223,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,87,0.001416585
1012551,3.217939815,0,0.000489104,1,0.018089078,1,0.100278698,0.777251932,0.753588894,0.16600936,0.044959773,46,0.009480222
1014016,4.733576389,0,0.00233683,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,82,0.010351967
1016662,7.174027778,1231.79287,0.000869518,1,0.155807961,1,0.085870537,0.777251932,0.218225798,0.16600936,0.044959773,46,0.095074643
1020479,9.194351852,0,0.002445519,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,63,0.010787839
1020504,0.045775463,0.268356481,0.007282213,1,0.072882158,1,0.033023085,0.777251932,0.753588894,0.16600936,0.044959773,73,0.037866405
1020506,0.002847222,1230.874456,0.007282213,1,0.155807961,1,0.131671662,0.777251932,0.753588894,0.16600936,0.044959773,80,0.095074643
1021610,3.846111111,0,0.003804141,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,76,0.000817261
1021627,0.030289352,747.3974653,0.008097386,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,34,0.001198649
1021670,0.094560185,111.177581,0.000760828,1,0.023715623,1,0.131671662,0.777251932,0.753588894,0.16600936,0.044959773,74,0.003759398
1021877,0.594884259,0.1546875,0.001032553,1,0.023715623,1,0.085870537,0.777251932,0.753588894,0.16600936,0.019351107,55,0.000108968
1022574,1.238287037,0.018425926,0.006630074,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,72,0.022011551
1022578,0.004351852,1230.901412,0.006630074,1,0.00557396,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,87,0.001416585
1022661,0.136087963,0.919976852,0.006630074,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.019351107,76,0.000817261
1024351,5.797175926,0,0.007499592,1,0.108692223,1,0.085870537,0.777251932,0.753588894,0.16600936,0.044959773,47,0.095074643
1024391,0.070590278,0,0.006956144,1,0.072882158,1,0.028027554,0.777251932,0.753588894,0.16600936,0.044959773,95,0.037866405
1027316,7.981122685,488.9848843,0.007282213,1,0.021980333,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,61,0.010351967
1028619,2.288541667,0,0.00233683,1,0.024872483,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,108,0.004467691
1029322,3.423425926,262.213287,0.002825933,1,0.017247726,1,0.096387443,0.777251932,0.753588894,0.16600936,0.044959773,21,0.001198649
1029843,1.142256944,1828.352199,0.010216836,1,0.039596151,1,0.131671662,0.777251932,0.218225798,0.16600936,0.044959773,51,0.095074643
1029850,0.0078125,0,0.000869518,1,0.023715623,1,0.131671662,0.777251932,0.218225798,0.16600936,0.044959773,50,0.095074643
1029919,0.130902778,0,0.001032553,1,0.072882158,1,0.022558763,0.777251932,0.753588894,0.16600936,0.044959773,41,0.095074643
1031010,1.960208333,0,0.007282213,1,0.072882158,1,0.131671662,0.07046327,0.218225798,0.16600936,0.044959773,47,0.037866405
1031786,3.214293981,0,0.000489104,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,48,0.010787839
1032098,0.840659722,0,0.00010869,1,0.039596151,1,0.131671662,0.777251932,0.753588894,0.16600936,0.07488037,71,0.095074643
1032103,0.003171296,23.27780093,0.00010869,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.07488037,32,0.010787839
1032843,1.45837963,0,0.002173795,1,0.039596151,1,0.131671662,0.777251932,0.753588894,0.16600936,0.044959773,36,0.001198649
1034532,5.096944444,285.4637731,0.000434759,1,0.017247726,1,0.096387443,0.777251932,0.753588894,0.16600936,0.044959773,61,0.010787839
1035447,1.652303241,483.374375,0.003804141,1,0.00220855,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,40,0.003868367
1038260,6.936701389,1344.085023,0.008097386,1,0.072882158,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,87,0.037866405
1038772,1.053726852,0,0.002880278,1,0.024872483,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,24,0.017761796
1039698,4.028113426,857.9168981,0,1,0.024872483,1,0.463742967,0.777251932,0.753588894,0.16600936,0.044959773,71,0.004467691
1039981,0.701886574,0,0.007499592,1,0.039596151,1,0.463742967,0.777251932,0.753588894,0.16600936,0.07488037,69,0.001198649
1041056,2.018622685,1230.876863,0.055051356,1,0.155807961,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,41,0.095074643
1041178,0.014131944,0.058113426,0.055051356,1,0.155807961,1,0.028027554,0.777251932,0.753588894,0.16600936,0.07488037,87,0.095074643
1041541,0.125069444,0,0.055051356,1,0.010779829,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,42,0.095074643
1041593,0.053321759,0.487523148,0.055051356,1,0.010779829,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,72,0.095074643
1041791,0.049756944,0,0.055051356,1,0.021980333,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,31,0.095074643
1041826,0.007430556,0,0.055051356,1,0.021980333,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,90,0.095074643
1041861,0.010127315,0,0.055051356,1,0.023715623,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,101,0.095074643
1041952,0.021064815,0.296215278,0.055051356,1,0.023715623,1,0.085870537,0.777251932,0.753588894,0.16600936,0.07488037,34,0.095074643
1042453,0.086087963,0.1096875,0.055051356,1,0.108692223,1,0.028027554,0.777251932,0.753588894,0.16600936,0.07488037,59,0.011060259
